 ERC20 uniq rec token name,avg val received,total Ether sent,Received Tnx,Time Diff between first and last (Mins),Avg min between received tnx,max value received ,Sent tnx,FLAG,Avg min between sent tnx,Number of Created Contracts,avg val sent,,total ether balance, ERC20 total Ether received, ERC20 total ether sent, ERC20 total Ether sent contract, ERC20 uniq sent addr,FLAG
0,50.5,100.998446,2,72.55,0.92,64.9117,3,0,23.57,0,33.666149,,0.001554,0,0,0,0,0
2,0.874418,0,144,198945.93,1381.57,10.48,0,0,0,1,0,,125.9161896,3.050671079,0,0,0,0
0,101,100.998362,1,21.63,0,101,3,0,7.21,0,33.666121,,0.001638,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0,,0,13.37,0,0,0,1
0,0.843916,22.77088938,27,183266.85,6781.78,4.99,19,0,8.36,0,1.198468,,0.014846941,0,0,0,0,0
0,0.060042,0.059601322,1,16038.05,0,0.060042,1,0,0,0,0.059601,,0.000441,0,0,0,0,0
0,1,0.999418468,1,22.87,0,1,1,0,0,0,0.999418,,0.000581532,0,0,0,0,0
1,0.25,0.248278,1,23230.22,0,0.25,2,1,11615.11,0,0.124139,,0.001722,13.37,0,0,0,1
1,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,1
23,14.42815,504.52,35,776222.98,20435.01,424.99,63,0,968.22,0,8.008254,,0.46523346,58156.38532,58172.97,0,10,0
4,11.169785,187.5141299,9,90447.05,5706.58,29.995,11,0,3553.44,0,17.046739,,-86.98606878,19803.38533,12303.38533,0,3,0
29,2.184289,147.682259,55,221200,1243.92,6.40695,166,0,920.39,0,0.889652,,-27.54634618,216274.5177,217763.5183,0,16,0
0,50.5,100.997942,2,75.27,0,96.381722,4,0,18.82,0,25.249485,,0.002058,0,0,0,0,0
0,0.152468,31.18585344,206,970373.2,4693.79,0.236837,205,0,16.84,0,0.152126,,0.222533301,0,0,0,0,0
11,4.769594,47.69140408,10,558349.55,12548.39,13.65,11,0,39351.42,0,4.335582,,0.004531553,2623.244052,1143.726713,0,2,0
1,0.710859,5.686013247,8,874.77,100.96,1.502304,1,1,0,0,5.686013,,0.000861,1.337,0,0,0,1
0,6.031587,6.03108261,1,34.1,0,6.031587,1,0,0,0,6.031083,,0.000504,0,0,0,0,0
1,0,0,6,174053.88,29008.98,0,0,1,0,1,0,,0,0,0,0,0,1
20,18.64848,764.61232,40,614761.98,3041.25,200,85,0,5801.32,0,8.995439,,-18.67313494,52442.27417,46941.50389,0,2,0
0,101,100.9974187,1,53.03,0,101,4,0,13.26,0,25.249355,,0.002581312,0,0,0,0,0
0,0.7135,2.852158468,4,18297.15,4483.98,1.865,4,0,90.3,0,0.71304,,0.001841532,0,0,0,0,0
1,0.5,0.499,1,3808.77,0,0.5,1,1,0,0,0.499,,0.001,0,0,0,0,1
10,1.354005,14.88872501,11,428695.18,19851.12,3.99,9,0,23370.31,0,1.654303,,0.005324818,1169.573789,80.93780866,0,2,0
0,4.235125,309.133433,73,67768.1,925.23,33.389345,73,0,3.1,0,4.234705,,0.030660004,0,0,0,0,0
4,1.212628,0,148,319337.82,2157.69,3.830976,0,0,0,1,0,,179.4688993,7.654724013,0,0,0,0
0,50.5,100.9989738,2,325.12,0.82,67.211556,2,0,161.74,0,50.499487,,0.001026218,0,0,0,0,0
1,0.1073,0.1072558,1,61700.73,0,0.1073,1,1,0,0,0.107256,,0.0000442,2.086270175,0,0,0,1
0,101,100.998446,1,46.43,0,101,3,0,15.48,0,33.666149,,0.001554,0,0,0,0,0
1,0.41024,2.05033689,5,63126.5,233.28,1,1,1,0,0,2.050337,,0.000861,13.37,0,0,0,1
0,50.5,100.998446,2,69.63,0,83.986704,3,0,23.21,0,33.666149,,0.001554,0,0,0,0,0
0,0.222491,3.10972447,14,87089.43,6217.09,0.404909,5,0,10.03,0,0.621945,,0.005154141,0,0,0,0,0
1,0.003433,0.003349,1,5833.05,0,0.003433,1,1,0,0,0.003349,,0.000084,0,0,0,0,1
4,0.562845,25.87325499,46,467188.57,9994.45,14,16,0,465.24,0,1.617078,,0.01761768,38.25330188,0,0,0,0
0,1000.5,2000.998585,2,7.88,0.51,1440.90126,3,0,2.29,0,666.999528,,0.001414909,0,0,0,0,0
2,3.274188,32.72521076,10,980732.58,93557.4,18.518066,17,0,2656.38,0,1.925012,,0.01666615,39.42270247,0,0,0,0
0,193.311068,193.3102278,1,3.2,0,193.311068,1,0,0,0,193.310228,,0.00084,0,0,0,0,0
99,3.347273,529.2907285,140,956847.73,1468.02,20.007,348,0,2158.98,0,1.52095,,-60.67255396,3937167.661,3681112.634,0,38,0
2,0.925437,0,199,741651.3,3726.89,1.375615,0,0,0,1,0,,184.1620324,1.31939655,0,0,0,0
0,0.25,0.24938,1,260.6,0,0.25,1,0,0,0,0.24938,,0.00062,0,0,0,0,0
2,2.741197,0,14,226787.75,16199.12,4.999434,0,0,0,1,0,,38.37675297,1.646618013,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,1
0,101,100.9990158,1,309.53,0,101,2,0,154.77,0,50.499508,,0.000984218,0,0,0,0,0
0,0.799844,1.59200082,2,153638.63,76779.89,1.39,2,0,39.42,0,0.796,,0.007687014,0,0,0,0,0
3,0.128312,2.323326139,13,489429.62,23190.32,0.36,17,0,11056.2,0,0.136666,,-0.655266422,937.2829715,569.5,0,3,0
4,0.997485,9.973989078,10,73255.98,885.96,4.99,1,1,0,0,9.973989,,0.000860992,1502.115707,0,0,0,1
1,0.551126,0,17,5605.28,329.72,1.77776,0,1,0,0,0,,9.36914028,0,0,0,0,1
0,10.211865,153.166423,15,114694.52,7645.16,42.19,14,0,1.22,0,10.940459,,0.01155,0,0,0,0,0
0,101,100.998446,1,45.25,0,101,3,0,15.08,0,33.666149,,0.001554,0,0,0,0,0
4,2.80692,16.8251786,6,418039.63,8222.5,5.4569,10,0,36870.46,0,1.682518,,0.01633994,1680.346229,1679.346,0,1,0
1,0.002465,0.00047544,1,327531.52,0,0.002465,2,0,163765.76,0,0.000238,,0.00198968,120,120,0,1,0
0,0.985038,57.03506207,58,278718.03,4778.7,1.012463,57,0,27.26,0,1.000615,,0.097123955,0,0,0,0,0
0,101,100.9990158,1,317.15,0,101,2,0,158.58,0,50.499508,,0.000984218,0,0,0,0,0
1,0.857004,4.28429999,5,991839.5,177064.48,1.089,1,0,0,0,4.2843,,0.00072001,0.322752094,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0,,0,1.337,0,0,0,1
3,2.072453,16.56329292,8,19440.08,1132.91,4.147336,7,0,1482.4,0,2.366185,,0.016333949,0.000000116,0,0,0,0
5,3.612123,0,173,291471.38,1684.81,89.9,0,0,0,1,0,,624.8973142,613.7898758,0,0,0,0
1,0,0,2,19539.25,9769.62,0,0,1,0,1,0,,0,0,0,0,0,1
0,1000.5,2000.998113,2,9.82,0.52,1611.344472,4,0,2.2,0,500.249528,,0.001886545,0,0,0,0,0
2,0.17858,0,115,226788.17,1972.07,0.333919,0,0,0,1,0,,20.53671112,1.183573899,0,0,0,0
0,50.5,100.9989738,2,324.53,0.82,52.208598,2,0,161.45,0,50.499487,,0.001026218,0,0,0,0,0
0,101,100.998446,1,54.97,0,101,3,0,18.32,0,33.666149,,0.001554,0,0,0,0,0
0,1.226331,31.87176209,26,167326.47,6425.35,3.415703,27,0,9.91,0,1.180436,,0.012831023,0,0,0,0,0
1,0.996702,27.01054666,27,13149.83,106.96,5,1,1,0,0,27.010547,,-0.09958,0,0,0,0,1
0,1.061598,9.552302034,9,57130.28,210.99,4,1,1,0,0,9.552302,,0.002079,0,100,0,1,1
2,1.69064,11.82609917,7,119739.1,7049.22,9,10,1,7039.45,0,1.18261,,0.008379,365,0,0,0,1
5,12.590981,129.2437137,9,94454.73,6307.46,44.878057,35,0,1076.79,0,3.692678,,-15.92488251,4381.790033,4380.790033,0,5,0
0,101,100.9990158,1,313.97,0,101,2,0,156.98,0,50.499508,,0.000984218,0,0,0,0,0
0,5000.5,10000.94956,2,325.22,2.22,5851.210294,99,0,3.24,0,101.019693,,0.050442,0,0,0,0,0
0,101,100.9990158,1,328.57,0,101,2,0,164.28,0,50.499508,,0.000984218,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0,,0,1.337,0,0,0,1
0,0.098713,8.257843166,84,252945.68,2838.98,0.102057,81,0,178.66,0,0.101949,,0.034041007,0,0,0,0,0
0,2.9875,2.987028364,1,3.35,0,2.9875,1,0,0,0,2.987028,,0.000471636,0,0,0,0,0
0,1000.5,2000.998585,2,8.47,0,1488.656521,3,0,2.82,0,666.999528,,0.001414909,0,0,0,0,0
0,50.5,100.9984639,2,76.17,0.03,89.994033,3,0,25.37,0,33.666155,,0.001536086,0,0,0,0,0
1,1.335212,2.669542,2,39800.62,0.97,2.669396,2,0,19899.33,0,1.334771,,0.000882,0.201153153,0,0,0,0
1,4.921721,4.921,1,94737.23,0,4.921721,1,0,0,0,4.921,,0.00072128,0.370735042,0,0,0,0
0,14.647343,0,7,157347.93,22478.28,50.99,0,0,0,1,0,,102.5314,0,0,0,0,0
9,0.334356,0.5,3,28521.03,8609.78,0.883086,1,0,0,0,0.5,,0.50306696,299.8160652,0,0,0,0
0,4.734298,56.80299512,12,250283,20845.88,11.61413,12,0,11.03,0,4.733583,,0.00857799,0,0,0,0,0
0,0.259262,0.25864214,1,364.87,0,0.259262,1,0,0,0,0.258642,,0.00062,0,0,0,0,0
5,1.792785,1.792688108,1,285965.37,0,1.792785,1,0,0,0,1.792688,,0.0000967,334.6651095,0,0,0,0
25,3.49958,1.923821979,2,1014464.67,489.62,4.99958,3490,0,290.4,0,0.000551,,5.075338001,1553082403,15645.91437,0,729,0
11,2.069214,101.1,49,31887.32,403.73,18.742823,44,1,275.1,0,2.297727,,0.291470768,467.8238844,87.91000091,0,11,1
0,101,100.9985118,1,314.65,0,101,3,0,104.88,0,33.666171,,0.001488218,0,0,0,0,0
30,22.779931,7312.204675,321,1206805.78,1889.34,1054,161,0,3746.3,0,45.41742,,0.153042125,440916.3752,370862.4414,0,28,0
0,0.418267,0.4178263,1,24731.42,0,0.418267,1,0,0,0,0.417826,,0.000441,0,0,0,0,0
3,0.904525,0,97,289684.35,2986.44,1.014657,0,0,0,1,0,,87.73896868,3.052301839,0,0,0,0
0,3.646618,14.58274357,4,20249.25,5058.44,6.326112,4,0,3.88,0,3.645686,,0.0037275,0,0,0,0,0
2,1.095592,25.61320552,24,13868.02,489.71,7.99,1,1,0,0,25.613206,,0.681,2.674,0,0,0,1
0,0,0,181,646233.3,3570.35,0,0,0,0,1,0,,0,0,0,0,0,0
12,2.42802,16.97481079,7,319587.57,4690.14,11,19,0,15092.45,0,0.893411,,0.021328208,2295.480485,1520.639946,0,1,0
0,1.069471,1.068515325,1,204546.82,0,1.069471,2,0,102273.41,0,0.534258,,0.000955525,0,0,0,0,0
0,101,100.9934402,1,323.72,0,101,13,0,24.9,0,7.768726,,0.00655978,0,0,0,0,0
1,1.887837,1.887753,1,2700.07,0,1.887837,1,1,0,0,1.887753,,0.000084,100,0,0,0,1
3,0.893878,0,66,229025.48,3470.08,1.003677,0,0,0,1,0,,58.99594939,6.933541604,0,0,0,0
1,0.021945,82.64933236,3767,279917.27,72.46,5.326195,34,0,204.82,0,2.430863,,0.01735171,0.178656899,0,0,0,0
0,0.200651,0.59354145,3,44999.98,14967.66,0.276629,3,0,32.33,0,0.197847,,0.00841088,0,0,0,0,0
0,3.231838,6.462762614,2,3112.9,1553.67,3.985,2,0,2.78,0,3.231381,,0.000912636,0,0,0,0,0
1,0.1,0.096854339,1,11438.12,0,0.1,1,1,0,0,0.096854,,0.003145661,13.37,0,0,0,1
1,0.423113,0,103,302706.03,2938.89,1.002397,0,0,0,1,0,,43.58061737,0.615885994,0,0,0,0
2,1.592861,0,10,192598.37,19259.84,4,0,0,0,1,0,,15.92861304,0.889022047,0,0,0,0
0,220.622704,230991.3113,1047,1274123.52,1170.44,1270.708419,1180,0,41.24,0,195.755349,,0.659788705,0,0,0,0,0
0,3.972853,3.97234942,1,74.07,0,3.972853,1,0,0,0,3.972349,,0.000504,0,0,0,0,0
2,0.436582,0,147,226777.48,1542.7,1.145057,0,0,0,1,0,,64.17761908,1.150373798,0,0,0,0
0,2.776734,19.420303,7,292423.85,41758.89,9,7,0,15.94,0,2.774329,,0.01683238,0,0,0,0,0
0,0.37,45.15868277,3,553557.55,184251.12,1,5,0,160.84,0,9.031737,,-44.04868277,0,44.05476551,0,1,0
30,1288.712289,242277.8306,188,1194759.93,3544.44,22943.79752,336,0,1572.64,0,721.064972,,0.079839968,51332.08413,0,0,0,0
0,1000.5,2000.998113,2,7.73,0.42,1196.214343,4,0,1.73,0,500.249528,,0.001886545,0,0,0,0,0
11,99.48884,1750.045862,9,397555.9,15785.09,500,25,0,10219.6,0,70.001834,,-854.6463029,17111.05191,11412.23068,0,2,0
2,0.864924,0,53,229026.77,4321.26,1.031015,0,0,0,1,0,,45.84098626,1.252765134,0,0,0,0
5,0.132404,3.838765389,29,753882.93,24551.98,0.999,3,0,13958.51,0,1.279588,,0.000960882,291.1753241,0,0,0,0
0,1000.5,2000.998585,2,7.35,0.52,1625.409941,3,0,2.11,0,666.999528,,0.001414909,0,0,0,0,0
2,1.089212,0,88,226787.03,2577.13,5.995,0,0,0,1,0,,95.85064328,2.089595821,0,0,0,0
1,1.955033,1.954172,1,1381.65,0,1.955033,1,1,0,0,1.954172,,0.000861,13.37,0,0,0,1
17,3.845298,19.00916063,5,889416.88,24287.63,9.116984,8,0,95997.34,0,2.376145,,0.217331427,12013.59284,2925.806,0,2,0
16,1.734124,1908.096737,1068,991790.57,607.86,109.725818,1138,0,301.06,0,1.676711,,-56.05239874,1116.63624,0,0,0,0
11,0.000002,0,9823,973408.62,99.09,0.017,0,0,0,1,0,,0.0209,7637.508622,0,0.000000504,0,0
0,0.5,0.49938,1,477.02,0,0.5,1,0,0,0,0.49938,,0.00062,0,0,0,0,0
3,25.357651,4544.217724,122,279643.07,2072.49,1160,30,0,893.32,0,151.473924,,-1450.584257,80661.78852,80061.78852,0,2,0
0,3.995,3.993877056,1,24.43,0,3.995,1,0,0,0,3.993877,,0.001122944,0,0,0,0,0
6,1.489779,0,39,6154.77,157.81,18,0,1,0,0,0,,58.10139867,15105.337,0,0,0,1
2,3.881424,76.74453488,19,36527.7,1037.71,18.884275,8,1,2543.39,0,9.593067,,-2.99748,3,0,0,0,1
8,329.422932,7483.977604,24,99393.58,589.8,1199.99,9976,0,8.54,0,0.750198,,422.172766,1652.997912,0,0,0,0
0,101,100.9990158,1,327.55,0,101,2,0,163.78,0,50.499508,,0.000984218,0,0,0,0,0
0,3.706397,22.23573801,6,514700.83,39450.96,8.875362,6,0,46332.51,0,3.705956,,0.002646,0,0,0,0,0
0,1.726003,1.725531144,1,3.3,0,1.726003,1,0,0,0,1.725531,,0.000471636,0,0,0,0,0
52,3.740153,92.22592536,23,689344.58,3469.12,11.493826,95,0,6416.37,0,0.970799,,-6.202405046,12085968.42,12022623.07,0,13,0
1,0.098978,7.916865339,80,992074.2,10060.62,0.133269,2,0,93612.1,0,3.958433,,0.00135,0.590491666,0,0,0,0
0,0.139099,0.27735896,2,3729.02,76.98,0.270346,2,0,1787.52,0,0.138679,,0.00084002,0,0,0,0,0
0,0.250005,0.499044,2,701.82,188.82,0.5,2,1,162.08,0,0.249522,,0.000966,0,100,0,1,1
3,3,5.812859796,2,220649.7,894.15,5,96,0,2279.81,0,0.060551,,0.187140204,2.174780812,0,0,61,0
1,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,1
0,8.308276,58.15276463,7,802683.22,113487.03,45.1,13,0,636.46,0,4.47329,,0.0051664,0,0,0,0,0
0,50.5,100.9990158,2,325.27,0.33,70.996632,2,0,162.31,0,50.499508,,0.000984218,0,0,0,0,0
3,4.728489,33.071,7,136728.42,4803.89,12.099,10,0,10310.12,0,3.3071,,0.02842308,10.00000072,0.00000036,0,1,0
8,4.036875,16.1466401,4,412857.38,59293.47,6.147448,1,0,0,0,16.14664,,0.000861,969.951575,0,0,0,0
0,0.403399,0.402926994,1,4.17,0,0.403399,1,0,0,0,0.402927,,0.000471636,0,0,0,0,0
0,0.999118,0.998498,1,671.3,0,0.999118,1,0,0,0,0.998498,,0.00062,0,0,0,0,0
0,1.99,1.98974798,1,537.6,0,1.99,1,0,0,0,1.989748,,0.00025202,0,0,0,0,0
23,1490,1489.9,1,1703847.85,0,1490,5,0,340769.57,0,297.98,,0.1,34222.33585,0,0,0,0
0,0.890309,0.889836944,1,3.92,0,0.890309,1,0,0,0,0.889837,,0.000471636,0,0,0,0,0
0,50.5,100.9989738,2,331.62,0.03,76.686805,2,0,165.78,0,50.499487,,0.001026218,0,0,0,0,0
0,0.041492,0,88,18521.13,210.47,1,0,1,0,1,0,,3.651268684,0,100,0,1,1
21,8.701401,97.83237134,12,877116.55,30113.87,65.776,15,0,34383.34,0,6.522158,,6.584442035,22852.675,3157.000001,0,2,0
0,4.202764,21.011636,5,96717.38,19327.87,8.01,5,0,15.61,0,4.202327,,0.002184,0,0,0,0,0
0,0.076723,0.07628222,1,20369.5,0,0.076723,1,0,0,0,0.076282,,0.000441,0,0,0,0,0
0,138.753154,1248.759864,9,43436.53,4822.9,500,9,0,3.38,0,138.751096,,0.018523299,0,0,0,0,0
0,50.5,100.998488,2,75.27,0,74.962501,3,0,25.09,0,33.666163,,0.001512,0,0,0,0,0
0,1.001105,6.00241899,6,191451.85,31900.45,2,5,0,9.83,0,1.200484,,0.004211617,0,0,0,0,0
0,101,100.9990158,1,317.92,0,101,2,0,158.96,0,50.499508,,0.000984218,0,0,0,0,0
1,1.1,2.199139,2,6627.68,18.87,1.2,1,1,0,0,2.199139,,0.000861,0,0,0,0,1
1,0.430714,3,7,42209.88,25.6,1.016,5,1,8406.13,0,0.6,,0.015,0,0,0,0,1
9,1.802786,12.5,7,464315.7,4685.39,4.1238,16,0,26969.87,0,0.78125,,0.1195039,73211.11601,72614.9999,0,7,0
0,0.835276,0,4,3188,797,2.000111,0,0,0,1,0,,3.341102706,0,0,0,0,0
14,10.36903,336.683182,33,380982,2922.18,27,37,0,7690.54,0,9.099545,,5.494805861,16991.89246,7074.204923,0,10,0
1,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,1
12,0.146578,25.40802277,186,471823.48,2443.81,1.001842,16,0,1079.73,0,1.588001,,1.855563291,3329.357218,0,0,0,0
0,0.221877,8.411687568,38,385561.47,10140.71,0.8,38,0,5.65,0,0.22136,,0.019646154,0,0,0,0,0
0,5.83566,40.84657815,7,51791.55,7394.36,9.204449,7,0,4.44,0,5.835225,,0.003038458,0,0,0,0,0
4,0.812911,20.32105947,25,252758.42,196.98,5,2,1,123917.02,0,10.16053,,0.001722,1.337,0,0,0,1
0,91.397466,822.5697205,9,351651.15,39069.62,150,9,0,2.73,0,91.396636,,0.007477283,0,0,0,0,0
15,5.393302,122.4899,17,460338.75,10336.49,29.990326,62,0,4590.62,0,1.975644,,-30.80377327,9746311.546,9805549.776,0,8,0
22,1.440628,13561.97587,9416,1500433.63,156.46,9.462266,140,0,194.15,0,96.871256,,2.974723855,366054.4299,0,0,0,0
16,6.817887,170.0128994,11,374458.65,20453.16,27.197169,39,0,3832.66,0,4.359305,,-95.01614472,118301.9718,132851.6624,0,7,0
0,17.731333,0,3,60508.82,20169.61,37.544,0,0,0,1,0,,53.194,0,0,0,0,0
0,46.668186,150.4157581,3,30286.02,1.05,70,8,0,3785.36,0,18.80197,,-10.41119911,0,0,0,0,0
0,5.1,5.09938,1,268.6,0,5.1,1,0,0,0,5.09938,,0.00062,0,0,0,0,0
2,1.410152,8.458978543,6,16793.98,356.38,6.278572,4,1,3663.92,0,2.114745,,0.001932,6.337,0,0,0,1
2,0.863375,0,49,319328.75,6516.91,1.034315,0,0,0,1,0,,42.30539257,1.099068951,0,0,0,0
0,50.5,100.9990158,2,320.67,0.84,88.951595,2,0,159.49,0,50.499508,,0.000984218,0,0,0,0,0
0,4.01696,20.07429604,5,2143.17,319.54,8.49,1,0,0,0,20.074296,,0.010504,0,0,0,0,0
7,1.033758,512.6907429,496,476819.2,864.51,2.066923,93,0,516.36,0,5.512804,,0.053177334,413.014593,0,0,0,0
0,0.434117,737.2304975,1674,629867.88,351.84,127,1631,0,25.07,0,0.452011,,-10.51792646,0,0,0,0,0
1,1.552208,23.27007992,15,241722.22,8857.97,7.487927,16,0,6803.29,0,1.45438,,0.01303537,0.32312867,0,0,0,0
0,0.256154,1.27726692,5,699545.03,139128.79,0.9022,9,0,433.46,0,0.141919,,0.00350412,0,0,0,0,0
46,6.428883,1412.5853,219,921644.73,2628.38,169.5,179,0,1933.12,0,7.891538,,-4.65990945,1146737.407,958167.9581,0,35,0
0,0.051461,0,1,0,0,0.051461,0,0,0,0,0,,0.05146112,0,0,0,0,0
49,0.507541,71.5186573,141,104727.88,83.12,17.1,48,1,1937.67,0,1.489972,,0.044572277,16429276.2,16412336.02,0,11,1
0,2.080186,2.0795659,1,9.2,0,2.080186,1,0,0,0,2.079566,,0.00062,0,0,0,0,0
0,50.5,100.9990158,2,327.12,0.5,95.973951,2,0,163.06,0,50.499508,,0.000984218,0,0,0,0,0
0,0.109447,6.18185358,57,138466.3,2427.32,0.499926,47,0,2.31,0,0.131529,,0.056633308,0,0,0,0,0
0,1000.5,2000.998585,2,13.23,0,1098.169272,3,0,4.41,0,666.999528,,0.001414909,0,0,0,0,0
6,2.225498,17.85655067,8,775259.83,21172.15,13.819622,18,0,33660.15,0,0.992031,,-0.052565568,40272655.19,40274623.19,0,4,0
0,28.387295,170.321475,6,31454.52,5238.78,42.0148,5,0,4.37,0,34.064295,,0.002293866,0,0,0,0,0
1,0.839179,4.19299807,5,3959.73,252.12,1.99,6,1,449.85,0,0.698833,,0.002898,0,0,0,0,1
7,1.333994,228.085886,171,749488.32,4072.99,50.107,42,0,1262.05,0,5.430616,,0.027132,128504.3759,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,1
0,101,100.9979647,1,61.18,0,101,3,0,20.39,0,33.665988,,0.002035312,0,0,0,0,0
0,1.633588,9.795314258,6,574436.5,44729.47,4.323344,7,0,43722.81,0,1.399331,,0.006211962,0,0,0,0,0
10,0.000022,0,9999,64170.72,6.42,0.1,0,0,0,1,0,,0.22022,100007516.7,100,3.15E-08,1,0
0,101,100.9990158,1,312.37,0,101,2,0,156.18,0,50.499508,,0.000984218,0,0,0,0,0
0,0.1,0.099528364,1,5.8,0,0.1,1,0,0,0,0.099528,,0.000471636,0,0,0,0,0
0,1,15605354.04,2,299762.78,111.09,1,10000,0,29.98,0,1560.535404,,-15605352.04,0,0,0,0,0
61,4.574932,204.3269,46,955463.68,8892.65,29.96,91,0,6004.41,0,2.245351,,6.119964948,2649752.109,2309147.61,0,15,0
4,12.35673,1519.862648,123,134498.93,842.74,42.780479,10,0,3084.25,0,151.986265,,0.01516962,628.5940278,0,0,0,0
2,0.805386,0,42,226778.27,5399.48,1.003235,0,0,0,1,0,,33.82622659,0.694321131,0,0,0,0
0,2.059981,4455.688748,2163,706905.78,323.15,110.112625,47,0,168.75,0,94.801888,,0.04937693,0,0,0,0,0
0,101,100.998488,1,99.67,0,101,3,0,33.22,0,33.666163,,0.001512,0,0,0,0,0
0,101,100.9990158,1,330.52,0,101,2,0,165.26,0,50.499508,,0.000984218,0,0,0,0,0
0,0.2395,0.238996,1,36.18,0,0.2395,1,0,0,0,0.238996,,0.000504,0,0,0,0,0
1,0.412666,4.41313544,9,167126.28,1238.17,0.613996,1,1,0,0,4.413135,,-0.699139,13.37,0,0,0,1
2,1.208304,7.24735525,6,20502.57,1135.49,4.994,11,1,1244.51,0,0.65885,,0.002471,13.37,0,0,0,1
50,17.848411,2044.3255,110,637545.9,2095.4,200,161,0,2528.27,0,12.697674,,-81.0002833,2630745.193,2673527.754,0,42,0
0,50.5,100.9990158,2,321.5,0.92,86.757647,2,0,159.83,0,50.499508,,0.000984218,0,0,0,0,0
1,0.553008,6.08,11,51700.85,500.43,2.872788,1,1,0,0,6.08,,0.00308935,0,0,0,0,1
15,0.208187,9.45249732,76,776995.78,9775.97,0.49375,11,0,3092.91,0,0.859318,,6.369714386,8548.280782,0,0,0,0
0,4.786785,4.786313044,1,5.95,0,4.786785,1,0,0,0,4.786313,,0.000471636,0,0,0,0,0
1,0.2,0.196703,1,148634.82,0,0.2,3,1,49544.94,0,0.065568,,0.003297,0,0,0,0,1
2,1.330052,48.38014304,36,48178.53,33.36,9.99,2,1,23488.73,0,24.190072,,-0.498278,1.337,0,0,0,1
0,2,1.99938,1,255.4,0,2,1,0,0,0,1.99938,,0.00062,0,0,0,0,0
0,0.376209,1.126250448,3,567591.7,728.82,0.670372,4,0,141351.31,0,0.281563,,0.002377512,0,0,0,0,0
2,0.442536,0,145,229000.73,1579.32,1.296926,0,0,0,1,0,,64.16771073,1.66096794,0,0,0,0
2,0.83739,0,77,229008.45,2974.14,1.016138,0,0,0,1,0,,64.47903099,2.097087563,0,0,0,0
1,6.850245,0,17,161428.38,9495.79,28.36,0,0,0,1,0,,116.4541597,1.287871946,0,0,0,0
3,0.793074,52.44483571,51,134630.73,167.47,6.529621,1,1,0,0,52.444836,,-11.998047,1500,0,0,0,1
2,0.951296,0,230,291451.1,1267.18,2.119727,0,0,0,1,0,,218.7980157,3.470693463,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0,,0,13.37,0,0,0,1
0,38.005,228.0262933,6,81242.65,13535.38,100,5,0,6.08,0,45.605259,,0.00370667,0,0,0,0,0
0,13.859144,836.0553112,18,45215.15,80.56,50,1409,0,31.06,1,0.593368,,-586.5907262,0,0,0,0,0
0,0.662847,11.91645869,18,299752.93,16639.25,1.260065,18,0,13.69,0,0.662025,,0.01479575,0,0,0,0,0
1,1.177893,201.3641354,171,350143.3,2038.88,132.340286,57,0,26.23,0,3.532704,,0.055521832,0.015377306,0,0,0,0
1,0.369741,0,54,156961.55,2906.7,10,0,1,0,1,0,,19.9660347,1E-10,0,0,0,1
1,12.051724,0,29,215150.75,7418.99,48.72,0,0,0,1,0,,349.5,2.362985957,0,0,0,0
0,1.028264,9.24686115,9,522178.58,52579.13,5.55558,16,0,3060.4,0,0.577929,,0.007517171,0,0,0,0,0
0,0.065,0.128836937,2,883.77,427.61,0.08,2,0,14.28,0,0.064418,,0.001163063,0,0,0,0,0
1,0.000683,0,1,0,0,0.000683,0,1,0,0,0,,0.000683003,13.37,0,0,0,1
1,0.106153,31.16695125,294,242212.58,799.68,0.74,43,0,165.29,0,0.724813,,0.04193436,71.53677769,0,0,0,0
2,0.851018,0,156,226788.12,1453.77,1.571751,0,0,0,1,0,,132.7588466,2.77514918,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,0,0,0,,0,13.37,0,0,0,1
15,5.256269,40.94776301,7,384303.27,48094.6,10.048931,10,0,4764.11,0,4.094776,,-4.153883125,144452.0099,5700,0,1,0
0,10.42,52.097753,5,7458.8,1486.35,11.99,5,0,5.41,0,10.419551,,0.002247,0,0,0,0,0
3,0.107424,5.78179826,54,441489.38,7496.68,0.225203,42,0,873.06,0,0.137662,,0.01911834,31.15333861,0,0,0,0
2,0.405052,2.252611307,4,462962.58,24140.91,0.670438,6,0,61066.49,0,0.375435,,-0.632404867,1.000000077,7.71E-08,0,1,0
0,101,100.998446,1,55.42,0,101,3,0,18.47,0,33.666149,,0.001554,0,0,0,0,0
2,0.755122,0,121,192601.7,1591.75,1.245911,0,0,0,1,0,,91.36971166,2.796768726,0,0,0,0
